"feature_id_full","feature_id","feature_mz","feature_rt","sirius_molecularformula"
"7195_289.22_6.7",7195,289.2169275333,6.6903634,"C19H28O2"
"7196_567.13_6.7",7196,567.129140685287,6.691071,"C32H24O11"
"7197_345.24_6.7",7197,345.240815281514,6.692526,"C20H34O3"
"7198_315.2_6.7",7198,315.196959550925,6.6942353,"C20H28O4"
"7199_798.45_6.7",7199,798.448455081193,6.696762,"C37H64O17"
"72_233.04_0.4",72,233.042496631888,0.4396115,"C6H11N4O5P"
"720_399.13_1.4",720,399.126128037088,1.3562363,NA
"7200_518.32_6.7",7200,518.323901500666,6.698353,"C26H48NO7P"
"7201_518.33_6.7",7201,518.325803675829,6.7001266,"C26H48NO7P"
"7202_331.23_6.7",7202,331.227330986849,6.702013,"C21H30O3"
"7203_359.11_6.7",7203,359.111741566805,6.703086,"C18H16N4O3"
"7204_305.25_6.7",7204,305.250231091284,6.7035093,"C17H36O2S"
"7205_410.29_6.7",7205,410.290161817395,6.7037325,"C23H36O5"
"7206_803.4_6.7",7206,803.403428899657,6.704799,"C37H64O17"
"7207_461.25_6.7",7207,461.251993352686,6.7088895,"C24H38O7"
"7208_454.28_6.7",7208,454.280960131192,6.7090898,"C24H36O7"
"7209_131.05_6.7",7209,131.049584581292,6.7107553,"C9H8O2"
"721_160.1_1.4",721,160.097016343479,1.3573351,"C7H10O3"
"7210_163.08_6.7",7210,163.075774262354,6.7107553,"C10H12O3"
"7211_340.29_6.7",7211,340.287558867273,6.7114697,NA
"7212_461.25_6.7",7212,461.254890710014,6.7114697,"C26H38O8"
"7213_145.1_6.7",7213,145.099837177887,6.7156706,NA
"7214_177.09_6.7",7214,177.089417350797,6.7156706,"C9H14O2"
"7215_187.15_6.7",7215,187.146423912843,6.7156706,"C14H20O"
"7216_215.14_6.7",7216,215.141131058641,6.7156706,"C13H20O"
"7217_233.15_6.7",7217,233.151336707915,6.7156706,"C13H22O2"
"7218_471.35_6.7",7218,471.348031110256,6.7159433,"C30H48O5"
"7219_529.35_6.7",7219,529.35100152604,6.7159433,"C30H50O6"
"722_210.15_1.4",722,210.149272033035,1.3574133,"C12H16O2"
"7220_701.37_6.7",7220,701.372917975944,6.7161684,"C33H58O14"
"7221_187.15_6.7",7221,187.148339369886,6.721808,"C14H20O"
"7222_215.14_6.7",7222,215.143322036524,6.721808,"C15H20O2"
"7223_233.15_6.7",7223,233.153673342655,6.721808,"C15H22O3"
"7224_410.25_6.7",7224,410.253777474361,6.723354,"C22H32O6"
"7225_415.21_6.7",7225,415.209134413502,6.723354,"C22H32O6"
"7226_431.18_6.7",7226,431.18353084177,6.723354,"C23H24N6O4"
"7227_131.09_6.7",7227,131.085713717034,6.723617,"C10H12O"
"7228_145.1_6.7",7228,145.101324836485,6.723617,"C11H14O"
"7229_159.12_6.7",7229,159.11700859076,6.723617,"C12H16O"
"723_308.11_1.4",723,308.110542037861,1.3576052,"C13H19NO6"
"7230_177.09_6.7",7230,177.091202047071,6.723617,"C11H14O3"
"7231_197.13_6.7",7231,197.132714040126,6.723617,"C15H18O"
"7232_205.16_6.7",7232,205.15896862491,6.723617,"C14H20O"
"7233_234.16_6.7",7233,234.156816181876,6.723617,NA
"7234_299.2_6.7",7234,299.203193604582,6.7273526,"C17H29FO4"
"7235_457.26_6.7",7235,457.259888106009,6.7273526,"C23H35FN4O3"
"7236_457.26_6.7",7236,457.256716669012,6.7303057,"C25H38O6"
"7237_438.29_6.7",7237,438.286285383976,6.7325125,"C24H36O6"
"7238_329.21_6.7",7238,329.211591965952,6.7347836,"C21H30O4"
"7239_657.35_6.7",7239,657.346591295743,6.7371845,"C31H54O13"
"724_355.06_1.4",724,355.064027211066,1.3597695,"C15H16O11"
"7240_656.29_6.7",7240,656.287987902402,6.74099,"C25H43N7O12"
"7241_187.08_6.7",7241,187.075635890543,6.745474,"C12H12O3"
"7242_229.12_6.7",7242,229.122640937028,6.745474,"C15H18O3"
"7243_417.23_6.7",7243,417.228266540997,6.749011,"C24H34O7"
"7244_299.2_6.7",7244,299.197825205536,6.7492003,"C18H28O2"
"7245_634.31_6.7",7245,634.306329082766,6.7492003,"C30H43N5O10"
"7246_285.22_6.8",7246,285.221923112066,6.7512302,"C20H30O2"
"7247_417.23_6.8",7247,417.230953052223,6.7512255,"C21H38O7S"
"7248_305.25_6.8",7248,305.248196688451,6.758205,"C20H32O2"
"7249_694.4_6.8",7249,694.40319133378,6.7594256,"C33H56O14"
"725_354.12_1.4",725,354.1157611676,1.3623546,"C14H21NO8"
"7250_353.27_6.8",7250,353.26520654072,6.763595,"C19H38O4"
"7251_694.39_6.8",7251,694.394114370693,6.763595,"C35H61NO10"
"7252_699.35_6.8",7252,699.349071088283,6.763595,"C36H48N6O7"
"7253_421.3_6.8",7253,421.295616820761,6.765706,"C25H40O5"
"7254_301.11_6.8",7254,301.107443655529,6.7658076,"C17H18O6"
"7255_382.26_6.8",7255,382.259073621268,6.767527,"C21H32O5"
"7256_257.25_6.8",7256,257.248161149613,6.769698,"C16H32O2"
"7257_421.26_6.8",7257,421.259459055965,6.7732997,"C24H36O6"
"7258_385.24_6.8",7258,385.237566863886,6.773645,"C24H34O5"
"7259_283.21_6.8",7259,283.208067275802,6.774984,"C17H27FO2"
"726_361.15_1.4",726,361.147770006382,1.3684083,"C12H22N6O8"
"7260_385.24_6.8",7260,385.240179453518,6.774984,"C21H35FO6"
"7261_401.24_6.8",7261,401.235420988243,6.774984,"C22H31FN4O3"
"7262_436.27_6.8",7262,436.273043958231,6.774984,"C22H31FN4O3"
"7263_454.28_6.8",7263,454.283918793979,6.774984,"C22H33FN4O4"
"7264_475.27_6.8",7264,475.27070611187,6.774984,"C27H40O8"
"7265_285.19_6.8",7265,285.186194945077,6.775101,"C19H26O3"
"7266_313.22_6.8",7266,313.216670778328,6.775644,"C21H30O3"
"7267_128.06_6.8",7267,128.062892066761,6.7777133,NA
"7268_171.12_6.8",7268,171.117821624727,6.7777133,"C13H16O"
"7269_436.27_6.8",7269,436.270390117013,6.7784767,"C24H34O6"
"727_147.04_1.4",727,147.044263835152,1.3714623,"C9H8O3"
"7270_147.04_6.8",7270,147.044409611657,6.779777,"C9H8O3"
"7271_443.28_6.8",7271,443.277417226937,6.779777,"C25H40O5"
"7272_457.2_6.8",7272,457.200220565092,6.7804427,"C24H34O5S"
"7273_475.27_6.8",7273,475.268017312326,6.7804427,"C25H40O7"
"7274_283.21_6.8",7274,283.206348467497,6.781065,"C20H26O"
"7275_441.23_6.8",7275,441.225694875374,6.7811203,"C24H34O6"
"7276_253.2_6.8",7276,253.195656039983,6.7819777,"C19H26O"
"7277_271.21_6.8",7277,271.207148421229,6.7824535,"C19H26O"
"7278_441.23_6.8",7278,441.228418458865,6.782888,"C26H34O7"
"7279_459.24_6.8",7279,459.239357166861,6.782888,"C26H36O8"
"728_1219.26_1.4",728,1219.2588135136,1.3768274,"C58H52O28"
"7280_443.24_6.8",7280,443.240828052273,6.7844744,"C24H36O6"
"7281_454.28_6.8",7281,454.280732174512,6.78916,"C24H36O7"
"7282_267.21_6.8",7282,267.212441117483,6.791086,"C17H29FO2"
"7283_173.13_6.8",7283,173.132961219958,6.792721,"C13H18O"
"7284_403.25_6.8",7284,403.245970679311,6.792698,"C22H36O5"
"7285_459.24_6.8",7285,459.236362310543,6.792721,"C24H36O7"
"7286_333.24_6.8",7286,333.243284136272,6.7969966,"C21H32O3"
"7287_373.24_6.8",7287,373.235859089337,6.7969966,"C21H34O4"
"7288_299.2_6.8",7288,299.201058722706,6.7990394,"C20H28O3"
"7289_319.26_6.8",7289,319.26423467259,6.800946,"C21H34O2"
"729_219.15_1.4",729,219.149669126456,1.38032,"C13H18N2O"
"7290_267.21_6.8",7290,267.211243799986,6.802145,"C20H28O"
"7291_457.26_6.8",7291,457.256644078127,6.802861,"C25H38O6"
"7292_191.18_6.8",7292,191.179935249062,6.8031974,"C14H24O"
"7293_419.24_6.8",7293,419.2441223093,6.804226,"C24H34O6"
"7294_171.12_6.8",7294,171.117133513534,6.8050027,"C13H16O"
"7295_271.24_6.8",7295,271.242429362366,6.8050537,"C20H32O"
"7296_149.13_6.8",7296,149.133787079143,6.8066063,"C8H17FO"
"7297_191.18_6.8",7297,191.181000938006,6.8066063,"C11H23FO"
"7298_271.24_6.8",7298,271.244148035153,6.8066063,"C17H33FO2"
"7299_289.25_6.8",7299,289.254845421531,6.8066063,"C17H33FO2"
"73_180.09_0.4",73,180.08687163937,0.4404689,"C6H13NO5"
"730_473.13_1.4",730,473.126663104065,1.3808213,"C18H26O13"
"7300_307.27_6.8",7300,307.265607977526,6.8066063,"C17H35FO3"
"7301_347.26_6.8",7301,347.258398050735,6.8066063,"C22H36O4"
"7302_301.22_6.8",7302,301.216679246472,6.8076935,"C20H30O3"
"7303_401.23_6.8",7303,401.232749389281,6.8083596,"C24H34O6"
"7304_389.23_6.8",7304,389.231935074448,6.809751,"C23H34O6"
"7305_316.29_6.8",7305,316.285272589045,6.8123484,"C18H34O3"
"7306_255.21_6.8",7306,255.211216114313,6.812735,"C19H28O"
"7307_301.22_6.8",7307,301.217830618581,6.8131394,"C20H30O3"
"7308_437.34_6.8",7308,437.342129361702,6.813493,"C30H46O3"
"7309_470.35_6.8",7309,470.345666745134,6.8140435,"C26H44O6"
"731_140.14_1.4",731,140.14353930512,1.3832308,"C9H19NO"
"7310_457.26_6.8",7310,457.259783538805,6.814523,"C27H38O7"
"7311_317.21_6.8",7311,317.211651317707,6.819674,"C20H28O3"
"7312_409.26_6.8",7312,409.257563238027,6.8206353,NA
"7313_317.21_6.8",7313,317.212888729681,6.8208,"C20H28O3"
"7314_135.12_6.8",7314,135.117484798657,6.8260612,"C10H16O"
"7315_215.14_6.8",7315,215.143493016679,6.8287625,"C15H20O2"
"7316_401.24_6.8",7316,401.235469668332,6.830373,"C24H35ClN2O2"
"7317_201.16_6.8",7317,201.164124298975,6.834467,"C15H22O"
"7318_201.17_6.8",7318,201.165456735233,6.8356295,"C12H23FO2"
"7319_713.4_6.8",7319,713.400868950457,6.8363633,"C35H49N7O8"
"732_270.17_1.4",732,270.170105876218,1.38493,"C14H20O4"
"7320_543.28_6.8",7320,543.276575670061,6.83642,"C25H44O11"
"7321_303.23_6.8",7321,303.232422369109,6.8366237,"C20H32O3"
"7322_518.32_6.8",7322,518.324919519117,6.8385553,"C26H48NO7P"
"7323_357.2_6.8",7323,357.203995961184,6.8394284,"C20H30O4"
"7324_155.09_6.8",7324,155.085798708907,6.840687,"C12H12O"
"7325_211.15_6.8",7325,211.14846308447,6.840687,"C16H20O"
"7326_335.22_6.8",7326,335.222194319406,6.840687,"C20H30O4"
"7327_691.42_6.8",7327,691.419044728319,6.840687,"C40H60O8"
"7328_287.24_6.8",7328,287.237504913443,6.8409142,"C20H30O"
"7329_357.21_6.8",7329,357.206411437238,6.843594,"C22H28O4"
"733_159.16_1.4",733,159.157137156985,1.3853164,"C9H22Si"
"7330_299.2_6.8",7330,299.203119998917,6.84488,"C17H29FO4"
"7331_331.23_6.8",7331,331.227216671757,6.8481913,"C21H32O4"
"7332_415.21_6.9",7332,415.209211192567,6.852091,"C22H32O6"
"7333_520.29_6.9",7333,520.290605855764,6.852091,"C28H38O8"
"7334_525.25_6.9",7334,525.246081823129,6.852091,"C28H38O8"
"7335_143.09_6.9",7335,143.086747632427,6.854131,"C8H13FO2"
"7336_171.12_6.9",7336,171.118280503319,6.854131,"C10H17FO2"
"7337_417.23_6.9",7337,417.231052325376,6.854131,"C22H31FN4O4"
"7338_520.29_6.9",7338,520.294370309725,6.854131,"C29H34F4N2O"
"7339_525.25_6.9",7339,525.249782417132,6.854131,"C30H38O9"
"734_276.11_1.4",734,276.108334786854,1.387356,"C11H19NO8"
"7340_271.21_6.9",7340,271.206254640825,6.856533,"C19H28O2"
"7341_289.25_6.9",7341,289.25298787317,6.85724,"C20H32O"
"7342_439.21_6.9",7342,439.210830430801,6.8599153,"C24H32O6"
"7343_299.2_6.9",7343,299.200835165201,6.8600388,"C20H28O3"
"7344_410.25_6.9",7344,410.253865586982,6.8600388,"C22H32O6"
"7345_185.13_6.9",7345,185.1327935032,6.8603997,"C14H18O"
"7346_195.12_6.9",7346,195.117158928776,6.8603997,"C15H16O"
"7347_213.13_6.9",7347,213.12767099956,6.8603997,"C15H18O2"
"7348_231.14_6.9",7348,231.138278338853,6.8603997,"C15H20O3"
"7349_343.12_6.9",7349,343.117895599762,6.862135,"C19H20O7"
"735_158.15_1.4",735,158.153924935373,1.3879211,"C9H16O"
"7350_403.25_6.9",7350,403.247999536692,6.8626595,"C24H36O6"
"7351_185.13_6.9",7351,185.13091859646,6.8632236,"C9H19FO"
"7352_305.25_6.9",7352,305.248004465225,6.863494,"C20H32O2"
"7353_331.19_6.9",7353,331.190737260815,6.869189,"C20H26O4"
"7354_299.09_6.9",7354,299.092075457127,6.8699923,"C17H16O6"
"7355_163.15_6.9",7355,163.148281436112,6.8706317,"C12H20O"
"7356_177.16_6.9",7356,177.164010853312,6.8706317,"C13H22O"
"7357_181.12_6.9",7357,181.122500844397,6.8706317,"C11H18O3"
"7358_259.24_6.9",7358,259.242334017437,6.8706317,"C19H32O"
"7359_173.13_6.9",7359,173.13278055013,6.871051,"C13H18O"
"736_205.13_1.4",736,205.133954577005,1.3894368,"C12H16N2O"
"7360_403.25_6.9",7360,403.250197529399,6.8712845,"C22H33FN4O3"
"7361_195.12_6.9",7361,195.115196203615,6.8713818,"C13H16"
"7362_213.13_6.9",7362,213.125533016231,6.8713818,"C13H18O"
"7363_231.14_6.9",7363,231.135970161491,6.8713818,"C13H20O2"
"7364_277.25_6.9",7364,277.253160799338,6.8715515,"C19H32O"
"7365_287.2_6.9",7365,287.201891398155,6.8720465,"C19H26O2"
"7366_323.26_6.9",7366,323.258583167157,6.8721533,"C20H34O3"
"7367_582.35_6.9",7367,582.348867815827,6.87318,"C27H48O12"
"7368_716.44_6.9",7368,716.443691454038,6.87318,"C33H62O15"
"7369_149.13_6.9",7369,149.132727627294,6.8734016,"C11H18O"
"737_802.11_1.4",737,802.11051051695,1.389975,"C34H27N9O9S3"
"7370_461.23_6.9",7370,461.231483147925,6.8734016,"C25H34N4O2"
"7371_267.21_6.9",7371,267.211165961357,6.8740997,"C20H28O"
"7372_332.32_6.9",7372,332.31597012651,6.875905,"C19H38O3"
"7373_283.21_6.9",7373,283.207984566469,6.877852,"C17H29FO3"
"7374_353.17_6.9",7374,353.172695301517,6.880169,NA
"7375_376.25_6.9",7375,376.248491952223,6.880169,"C22H30O4"
"7376_283.21_6.9",7376,283.206250687264,6.880593,"C20H28O2"
"7377_337.14_6.9",7377,337.141834706463,6.8811398,"C21H22O5"
"7378_603.28_6.9",7378,603.278496854866,6.881134,NA
"7379_438.29_6.9",7379,438.286009257689,6.8813796,"C24H36O6"
"738_239.09_1.4",738,239.089329217207,1.3950018,"C10H12N3O4"
"7380_443.24_6.9",7380,443.240936684664,6.881566,"C24H36O6"
"7381_443.24_6.9",7381,443.242922080721,6.8821106,"C26H36O7"
"7382_285.19_6.9",7382,285.185685362682,6.883444,"C19H26O3"
"7383_269.19_6.9",7383,269.190877645092,6.884261,"C19H26O2"
"7384_459.22_6.9",7384,459.216658017474,6.884696,"C24H33FO6"
"7385_385.24_6.9",7385,385.238022243328,6.88472,"C24H34O5"
"7386_459.22_6.9",7386,459.215094388116,6.88472,"C24H33FO6"
"7387_409.24_6.9",7387,409.235612134722,6.8869715,"C26H34O5"
"7388_409.24_6.9",7388,409.237322817189,6.887067,"C26H34O5"
"7389_149.06_6.9",7389,149.060234961369,6.889027,"C9H10O3"
"739_296.15_1.4",739,296.149328549073,1.3959225,"C15H18O5"
"7390_315.16_6.9",7390,315.159913912239,6.889027,"C19H22O4"
"7391_772.43_6.9",7391,772.432974064217,6.8890967,"C34H63N5O13"
"7392_443.22_6.9",7392,443.220376218337,6.8893423,"C22H33FN4O2"
"7393_187.15_6.9",7393,187.148178167804,6.8902836,"C14H20O"
"7394_587.3_6.9",7394,587.303777059239,6.890717,"C25H44N6O11"
"7395_128.06_6.9",7395,128.0629343409,6.891014,NA
"7396_427.25_6.9",7396,427.248130058481,6.8910093,"C26H36O6"
"7397_449.23_6.9",7397,449.228012119362,6.8918304,"C22H30N6O3"
"7398_276.17_6.9",7398,276.174218404178,6.8922315,NA
"7399_320.26_6.9",7399,320.258595881861,6.8922315,"C17H31FO3"
"74_212.11_0.4",74,212.113058786289,0.4405983,"C7H14O6"
"740_211.1_1.4",740,211.096953288359,1.3964177,"C11H16O5"
"7400_285.22_6.9",7400,285.221662756205,6.8927574,"C20H30O2"
"7401_301.22_6.9",7401,301.216670531042,6.8928604,"C20H30O3"
"7402_427.25_6.9",7402,427.246079551417,6.8932834,"C24H36O5"
"7403_443.17_6.9",7403,443.173944432794,6.893289,"C21H32O9S"
"7404_657.35_6.9",7404,657.349015916066,6.8933024,"C33H52O13"
"7405_419.25_6.9",7405,419.246395075647,6.893618,"C22H31FN4O3"
"7406_438.29_6.9",7406,438.28885608628,6.893618,"C25H41N3O"
"7407_393.26_6.9",7407,393.261181537498,6.894365,"C21H38O5"
"7408_543.28_6.9",7408,543.277899140823,6.894768,"C25H44O11"
"7409_199.15_6.9",7409,199.149360157743,6.8949566,"C15H20O"
"741_186.09_1.4",741,186.091662501126,1.3965747,"C12H8O"
"7410_269.23_6.9",7410,269.227881107967,6.8949566,"C20H30O"
"7411_387.25_6.9",7411,387.254789891316,6.8949566,"C24H36O5"
"7412_269.23_6.9",7412,269.226676803599,6.895306,"C20H30O"
"7413_387.25_6.9",7413,387.253004016007,6.8955007,"C24H36O5"
"7414_280.26_6.9",7414,280.263868254472,6.8959,"C18H30O"
"7415_320.26_6.9",7415,320.256846257993,6.8959384,"C20H35NO3"
"7416_419.24_6.9",7416,419.243923900369,6.8960447,"C24H36O7"
"7417_257.23_6.9",7417,257.226855406585,6.8960814,"C19H30O"
"7418_261.15_6.9",7418,261.148970025581,6.8962545,"C16H22O4"
"7419_276.17_6.9",7419,276.172149859937,6.8962545,"C17H25O4"
"742_203.12_1.4",742,203.118115913778,1.3965747,"C12H11NO"
"7420_387.21_6.9",7420,387.214335662583,6.8962545,"C21H32O5"
"7421_213.16_6.9",7421,213.164529720554,6.8962946,"C16H22O"
"7422_482.2_6.9",7422,482.200943851678,6.8962946,"C24H37NO6S2"
"7423_159.12_6.9",7423,159.11765748354,6.8964577,"C12H16O"
"7424_173.13_6.9",7424,173.133424453179,6.8964577,"C10H19FO2"
"7425_245.19_6.9",7425,245.190375243894,6.8964763,"C17H26O2"
"7426_273.19_6.9",7426,273.185347551339,6.8964763,"C18H26O3"
"7427_315.16_6.9",7427,315.157161839136,6.8964763,"C17H24O4"
"7428_315.2_6.9",7428,315.195863007375,6.8964763,"C20H26O3"
"7429_403.19_6.9",7429,403.188502621646,6.8964763,"C24H28O4"
"743_216.17_1.4",743,216.167559492367,1.3978839,NA
"7430_280.26_6.9",7430,280.264854489854,6.8971033,"C18H30O"
"7431_459.24_6.9",7431,459.236505538832,6.9000072,"C24H36O7"
"7432_382.26_6.9",7432,382.258994472135,6.900214,"C21H32O5"
"7433_454.28_6.9",7433,454.283875458958,6.901508,"C25H41N3O2"
"7434_459.24_6.9",7434,459.239149012601,6.901508,"C26H36O8"
"7435_359.11_6.9",7435,359.112924257848,6.9025135,"C19H18O7"
"7436_471.35_6.9",7436,471.3479889789,6.902586,"C30H46O4"
"7437_571.36_6.9",7437,571.360915604556,6.902586,"C32H52O7"
"7438_277.18_6.9",7438,277.180013908538,6.903658,"C17H24O3"
"7439_410.29_6.9",7439,410.290438332428,6.9042006,"C23H36O5"
"744_431.33_1.4",744,431.327119932076,1.39935,"C26H39NO3"
"7440_333.21_6.9",7440,333.206383867375,6.904395,"C20H30O5"
"7441_853.48_6.9",7441,853.484705925822,6.905133,"C48H64N6O8"
"7442_147.04_6.9",7442,147.044248669313,6.910215,"C9H8O3"
"7443_443.28_6.9",7443,443.276992146909,6.910215,NA
"7444_455.35_6.9",7444,455.352681014522,6.910621,"C30H46O3"
"7445_599.34_6.9",7445,599.337795392574,6.9107585,"C38H46O6"
"7446_485.33_6.9",7446,485.32622880203,6.912056,"C30H44O5"
"7447_475.27_6.9",7447,475.268064072035,6.915292,"C27H40O8"
"7448_441.23_6.9",7448,441.225482146808,6.915762,"C24H34O6"
"7449_425.23_6.9",7449,425.23208723549,6.9162927,"C26H34O6"
"745_139.98_1.4",745,139.982392519561,1.4020684,NA
"7450_421.2_6.9",7450,421.199390299081,6.91643,"C21H34O6"
"7451_399.22_6.9",7451,399.219776371821,6.917308,"C22H24FN3O2"
"7452_421.2_6.9",7452,421.202182119657,6.917308,"C26H30O6"
"7453_441.23_6.9",7453,441.228588103837,6.917308,"C26H34O7"
"7454_423.36_6.9",7454,423.360518624477,6.918738,"C30H46O"
"7455_754.51_6.9",7455,754.506482238852,6.918738,"C40H69N5O7"
"7456_265.2_6.9",7456,265.195809666071,6.9198294,"C20H26O"
"7457_399.22_6.9",7457,399.217389078507,6.9198294,"C24H32O6"
"7458_320.3_6.9",7458,320.295317335307,6.9198966,"C21H34O"
"7459_507.31_6.9",7459,507.308362993682,6.920037,"C30H44O5"
"746_166.09_1.4",746,166.086513615542,1.402537,"C9H8O2"
"7460_189.13_6.9",7460,189.127617717988,6.9200697,"C13H18O2"
"7461_201.13_6.9",7461,201.12761488926,6.9200697,"C14H18O2"
"7462_633.42_6.9",7462,633.416143039823,6.92246,"C40H56O6"
"7463_317.21_6.9",7463,317.211764243848,6.9232736,"C20H28O3"
"7464_265.2_6.9",7464,265.197352736156,6.925218,"C17H27FO2"
"7465_199.15_6.9",7465,199.148436766036,6.9265594,"C15H20O"
"7466_159.12_6.9",7466,159.117038265311,6.927753,"C12H16O"
"7467_417.23_6.9",7467,417.228307617213,6.931764,"C24H34O7"
"7468_271.24_6.9",7468,271.242544798378,6.9333973,"C20H32O"
"7469_733.36_6.9",7469,733.358712170541,6.934661,"C33H58O16"
"747_413.14_1.4",747,413.142370998713,1.4044884,"C15H20N6O8"
"7470_303.23_6.9",7470,303.23349901921,6.936171,"C20H30O2"
"7471_385.24_6.9",7471,385.239143119637,6.9362044,"C21H35FO6"
"7472_287.24_6.9",7472,287.237121489998,6.9394965,"C20H30O"
"7473_677.38_6.9",7473,677.380847841946,6.9425726,"C40H50N6O5"
"7474_643.36_6.9",7474,643.36365959091,6.9426274,"C29H52N6O11"
"7475_728.4_6.9",7475,728.403548005415,6.9426274,"C33H58O16"
"7476_297.19_6.9",7476,297.185397900943,6.94317,"C20H26O3"
"7477_643.37_6.9",7477,643.366923077538,6.943318,"C29H52N6O11"
"7478_267.21_6.9",7478,267.212053045339,6.9441576,"C17H29FO2"
"7479_219.1_6.9",7479,219.101827561551,6.944256,"C13H16O4"
"748_287.11_1.4",748,287.109936472871,1.4100065,"C11H20O7"
"7480_229.12_6.9",7480,229.122604208109,6.944256,"C15H18O3"
"7481_241.12_6.9",7481,241.122509539885,6.944256,"C16H18O3"
"7482_337.18_6.9",7482,337.177596057006,6.944256,NA
"7483_360.25_6.9",7483,360.253512402527,6.944256,"C22H30O3"
"7484_378.2_6.9",7484,378.204186531913,6.944256,"C20H25N7O2"
"7485_315.19_6.9",7485,315.192512892843,6.949514,"C18H28O3"
"7486_303.23_7",7486,303.232491520439,6.951392,"C20H32O3"
"7487_437.19_7",7487,437.194708555545,6.951564,"C24H30O6"
"7488_169.1_7",7488,169.101507407587,6.956096,"C13H14O"
"7489_447.21_7",7489,447.212601235545,6.956096,"C23H30N2O7"
"749_120.08_1.4",749,120.081164861792,1.411426,"C8H6"
"7490_285.22_7",7490,285.223558654543,6.9568367,"C17H29FO2"
"7491_253.2_7",7491,253.195486593918,6.95704,"C19H26O"
"7492_285.22_7",7492,285.221676377301,6.958157,"C20H28O"
"7493_169.1_7",7493,169.10214165845,6.959836,"C10H15FO2"
"7494_171.12_7",7494,171.11778734122,6.959836,"C10H17FO2"
"7495_315.2_7",7495,315.197346045462,6.9598813,"C20H26O3"
"7496_655.4_7",7496,655.400202671519,6.9598813,"C42H56O7"
"7497_655.4_7",7497,655.397685240715,6.9602714,"C40H56O6"
"7498_299.2_7",7498,299.202260918036,6.9607253,"C20H28O3"
"7499_253.2_7",7499,253.196354444467,6.9608226,"C19H26O"
"75_205.07_0.4",75,205.068538858786,0.44119912,NA
"750_225.17_1.4",750,225.172772290822,1.4139056,"C9H22NO2P"
"7500_315.2_7",7500,315.196096705304,6.9609423,"C20H28O4"
"7501_401.23_7",7501,401.233065284156,6.960977,"C24H34O6"
"7502_131.09_7",7502,131.08616058124,6.961221,"C7H13FO2"
"7503_155.09_7",7503,155.085789338808,6.9620337,"C12H12O"
"7504_339.19_7",7504,339.194887808513,6.9621124,"C20H28O3"
"7505_321.18_7",7505,321.183839374076,6.9626846,"C20H26O2"
"7506_361.18_7",7506,361.176437578031,6.9626846,"C22H26O3"
"7507_380.22_7",7507,380.221136667552,6.9626846,"C22H31NO3"
"7508_267.21_7",7508,267.21111153758,6.9632683,"C20H28O"
"7509_183.12_7",7509,183.117317710938,6.963417,"C14H16O"
"751_192.1_1.4",751,192.102213177471,1.4240557,"C11H10O2"
"7510_155.09_7",7510,155.086327666155,6.9634204,"C9H13FO2"
"7511_197.13_7",7511,197.132954840638,6.963417,"C15H18O"
"7512_211.15_7",7512,211.148583977519,6.963417,"C16H20O"
"7513_402.26_7",7513,402.264575191077,6.963417,"C24H32O4"
"7514_385.24_7",7514,385.23752146455,6.9636574,"C24H34O5"
"7515_420.27_7",7515,420.274994640599,6.963716,"C24H34O5"
"7516_159.12_7",7516,159.117748269806,6.963783,"C12H16O"
"7517_173.13_7",7517,173.133505007664,6.963788,"C13H18O"
"7518_141.07_7",7518,141.070453362831,6.963858,"C8H11FO2"
"7519_225.16_7",7519,225.16422125494,6.9639544,"C17H22O"
"752_457.19_1.4",752,457.192079194887,1.4248819,"C18H34O14"
"7520_299.2_7",7520,299.201086271721,6.9639654,"C20H28O3"
"7521_171.12_7",7521,171.117141875019,6.9639983,"C13H16O"
"7522_741.43_7",7522,741.43448897996,6.9639983,"C41H66O9"
"7523_339.19_7",7523,339.19355880054,6.964489,"C20H28O3"
"7524_173.13_7",7524,173.132850193653,6.964668,"C13H18O"
"7525_183.12_7",7525,183.11841122811,6.9647408,"C11H17FO2"
"7526_197.13_7",7526,197.134131264603,6.9647408,"C12H19FO2"
"7527_211.15_7",7527,211.149841939375,6.9647408,"C13H21FO2"
"7528_225.17_7",7528,225.165586058792,6.9647408,"C14H23FO2"
"7529_402.27_7",7529,402.266879757844,6.9647408,"C19H30F2N4O2"
"753_474.22_1.4",753,474.218573619505,1.4248819,"C19H33N5O10"
"7530_420.28_7",7530,420.277668553932,6.9647408,"C21H35FO6"
"7531_741.44_7",7531,741.439388933441,6.9647408,"C46H62O9"
"7532_315.09_7",7532,315.087154211108,6.9663,"C17H16O7"
"7533_425.23_7",7533,425.230226853048,6.966292,"C24H34O5"
"7534_443.24_7",7534,443.240888276227,6.9671946,"C24H36O6"
"7535_492.37_7",7535,492.366104631489,6.968936,"C29H46O5"
"7536_457.37_7",7536,457.369695723474,6.975254,"C30H48O3"
"7537_557.38_7",7537,557.383439934694,6.975254,"C32H54O6"
"7538_149.06_7",7538,149.060368345589,6.9771285,"C9H10O3"
"7539_315.16_7",7539,315.160073883091,6.9771285,"C19H22O4"
"754_479.17_1.4",754,479.173553207557,1.4248819,"C18H32O13"
"7540_337.14_7",7540,337.142047025032,6.9771285,"C21H20O4"
"7541_287.2_7",7541,287.201231980943,6.9813833,"C19H26O2"
"7542_307.15_7",7542,307.154339346177,6.9820366,"C17H22O5"
